RegId,RegionId,RegionName,RegionTypeId,RegionTypeName,DangerLevel,ValidFrom,ValidTo,NextWarningTime,PublishTime,DangerIncreaseTime,DangerDecreaseTime,MainText,LangKey
137929,3022,Trollheimen,10,A,2,2018-01-01T00:00:00,2018-01-01T23:59:59,2017-12-31T16:00:00,2017-12-31T14:55:03.203,,,Ver varsom i terreng som har samla fokksnø. Skred er lettast å løyse ut der fokksnølaget er tynt eller mjukt.,1
138059,3022,Trollheimen,10,A,2,2018-01-02T00:00:00,2018-01-02T23:59:59,2018-01-01T16:00:00,2018-01-01T15:05:52.427,,,Lokalt ustabile forhold. Nysnø og vind har dannet nysnøflak i høyden.,1
138162,3022,Trollheimen,10,A,2,2018-01-03T00:00:00,2018-01-03T23:59:59,2018-01-03T16:00:00,2018-01-02T15:30:56.043,,,Lokalt ustabile forhold. Nysnø og vind har dannet nysnøflak i høyden.,1
138319,3022,Trollheimen,10,A,2,2018-01-04T00:00:00,2018-01-04T23:59:59,2018-01-04T16:00:00,2018-01-03T15:50:24.25,,,Lokalt ustabile forhold. Nysnø og vind har dannet nysnøflak i høyden.,1
138501,3022,Trollheimen,10,A,2,2018-01-05T00:00:00,2018-01-05T23:59:59,2018-01-05T16:00:00,2018-01-04T15:17:44.557,,,Lokalt ustabile forhold. Nysnø og vind har dannet nysnøflak i høyden.,1
138651,3022,Trollheimen,10,A,2,2018-01-06T00:00:00,2018-01-06T23:59:59,2018-01-06T16:00:00,2018-01-05T15:51:45.683,,,Lokalt ustabile forhold. Nysnø og vind har dannet nysnøflak i høyden.,1
138818,3022,Trollheimen,10,A,3,2018-01-07T00:00:00,2018-01-07T23:59:59,2018-01-07T16:00:00,2018-01-06T15:46:17.063,,,"Krevende forhold med svært kraftig vind. Det finnes svake lag i snødekket. Vær spesielt forsiktig rundt skoggrensen, samt i områder med fersk fokksnø.",1
138995,3022,Trollheimen,10,A,3,2018-01-08T00:00:00,2018-01-08T23:59:59,2018-01-08T16:00:00,2018-01-07T15:45:52.373,,,"Vær forsiktig i leområder med fersk fokksnø, feks. bak rygger, i søkk og renneformasjonar. Lettest å løse ut skred der fokksnølaget er tynt eller mykt.",1
139183,3022,Trollheimen,10,A,2,2018-01-09T00:00:00,2018-01-09T23:59:59,2018-01-09T16:00:00,2018-01-08T15:36:50.393,,,"Vær forsiktig i leområder med fersk fokksnø i mange himmelretninger, feks. i søkk og renneformasjonar. Lettest å løse ut skred der fokksnøen er tynn eller myk.",1
139491,3022,Trollheimen,10,A,2,2018-01-10T00:00:00,2018-01-10T23:59:59,2018-01-10T16:00:00,2018-01-09T15:38:45.077,,, Det finst fersk fokksnø i leformasjonar i terrenget. Skred er lettast å løyse ut der fokksnølaget er tynt eller mjukt.,1
139752,3022,Trollheimen,10,A,2,2018-01-11T00:00:00,2018-01-11T23:59:59,2018-01-11T16:00:00,2018-01-10T15:34:31.133,,,Det finst fersk fokksnø i leformasjonar i terrenget. Skred er lettast å løyse ut der fokksnølaget er tynt eller mjukt.,1
140017,3022,Trollheimen,10,A,2,2018-01-12T00:00:00,2018-01-12T23:59:59,2018-01-11T16:00:00,2018-01-11T15:41:15.59,,,Det finst fersk fokksnø i leformasjonar i terrenget. Skred er lettast å løyse ut der fokksnølaget er tynt eller mjukt. ,1
140185,3022,Trollheimen,10,A,2,2018-01-13T00:00:00,2018-01-13T23:59:59,2018-01-12T16:00:00,2018-01-12T15:48:00.74,,,Det finst fersk fokksnø i leformasjonar i terrenget. Skred er lettast å løyse ut der fokksnølaget er tynt eller mjukt. ,1
140390,3022,Trollheimen,10,A,2,2018-01-14T00:00:00,2018-01-14T23:59:59,2018-01-13T16:00:00,2018-01-13T15:36:20.52,,,Generelt stabile forhold men vær forsiktig i leområder med fokksnø. Det finnes lommer med svake lag under den vindtransporterte snøen.,1
140536,3022,Trollheimen,10,A,2,2018-01-15T00:00:00,2018-01-15T23:59:59,2018-01-14T16:00:00,2018-01-14T15:37:20.813,,,Vær varsom i områder med ustabile fokksnøflak. Det finnes også vedvarende svake lag lenger ned i snødekket som kan påvirkes der snødekket er tynt.,1
140903,3022,Trollheimen,10,A,2,2018-01-16T00:00:00,2018-01-16T23:59:59,2018-01-15T16:00:00,2018-01-16T15:56:33.693,,,Vær oppmerksom på ustabile fokksnøflak. Det finnes også vedvarende svake lag lenger ned i snødekket som kan påvirkes der snødekket er tynt.,1
140904,3022,Trollheimen,10,A,2,2018-01-17T00:00:00,2018-01-17T23:59:59,2018-01-16T16:00:00,2018-01-17T08:41:28.797,,,Vær oppmerksom på ustabile fokksnøflak. Det finnes også vedvarende svake lag lenger ned i snødekket som kan påvirkes der snødekket er tynt.,1
140944,3022,Trollheimen,10,A,2,2018-01-18T00:00:00,2018-01-18T23:59:59,2018-01-17T16:00:00,2018-01-17T15:24:17.637,,,Vær oppmerksom på ustabile fokksnøflak. Det finnes også vedvarende svake lag av kantkorn i snødekket. Disse påvirkes lettest der snødekket er tynt.,1
141157,3022,Trollheimen,10,A,2,2018-01-19T00:00:00,2018-01-19T23:59:59,2018-01-18T16:00:00,2018-01-18T15:19:38.2,,,"Snødekket er svært vindpåvirket. Kulda forsinker stabiliseringen og fremmer vekst av vedvarende svake lag. Snødekket framstår stabilt, men krever kloke vegvalg.",1
141300,3022,Trollheimen,10,A,2,2018-01-20T00:00:00,2018-01-20T23:59:59,2018-01-20T16:00:00,2018-01-19T15:51:17.37,,,Vær varsom i områder med ustabile fokksnøflak. Det finnes også vedvarande svake lag lenger ned i snødekket som kan påvirkes der snødekket er tynt.,1
141449,3022,Trollheimen,10,A,2,2018-01-21T00:00:00,2018-01-21T23:59:59,2018-01-21T16:00:00,2018-01-20T15:23:05.067,,,Vær varsom i områder med ustabile fokksnøflak. Det finnes også vedvarande svake lag lenger ned i snødekket som kan påvirkes der snødekket er tynt.,1
141566,3022,Trollheimen,10,A,2,2018-01-22T00:00:00,2018-01-22T23:59:59,2018-01-22T16:00:00,2018-01-21T15:35:04.897,,,Vær varsom i områder med ustabile fokksnøflak. Det finnes også vedvarende svake lag lenger ned i snødekket som kan påvirkes der snødekket er tynt.,1
141699,3022,Trollheimen,10,A,2,2018-01-23T00:00:00,2018-01-23T23:59:59,2018-01-23T16:00:00,2018-01-22T15:33:48.1,,,Vær forsiktig i områder med ferske nysnøflak. Den kan ligge på svake lag som kan løses ut av skiløper.,1
141836,3022,Trollheimen,10,A,2,2018-01-24T00:00:00,2018-01-24T23:59:59,2018-01-24T16:00:00,2018-01-23T15:49:58.143,,,Vær forsiktig i områder med ferske nysnøflak. Den kan ligge på svake lag som kan løses ut av skiløper.,1
142114,3022,Trollheimen,10,A,3,2018-01-25T00:00:00,2018-01-25T23:59:59,2018-01-24T16:00:00,2018-01-24T15:48:12.943,,,"Vinden tar seg opp, og mykje nedbør som snø over 500 moh fører til aukande skredfare. Naturleg utløyste skred kan kome frå bratte heng, særleg tidleg på døgnet.",1
142169,3022,Trollheimen,10,A,3,2018-01-26T00:00:00,2018-01-26T23:59:59,2018-01-25T16:00:00,2018-01-25T15:56:45.057,,,Snøbyger gir varierande vêrforhold og usikker nysnøfordeling. Nysnøflak som legg seg over rimlag kan gi ustabil situasjon som krev gode vegval.  ,1
142374,3022,Trollheimen,10,A,3,2018-01-27T00:00:00,2018-01-27T23:59:59,2018-01-26T16:00:00,2018-01-26T15:50:12.443,,,Vindauke på ettermiddagen fører til auka fare. Det er store lokale forskjellar i regionen. Unngå leområde der det samlar seg fersk fokksnø. ,1
142667,3022,Trollheimen,10,A,3,2018-01-28T00:00:00,2018-01-28T23:59:59,2018-01-27T16:00:00,2018-01-27T15:37:26.1,,,Krevende forhold. Unngå leområder hvor det legger seg opp ferske nysnøflak. Svake lag i snødekket gir en utfordrende situasjon over mildværsgrensa.,1
142870,3022,Trollheimen,10,A,2,2018-01-29T00:00:00,2018-01-29T23:59:59,2018-01-28T16:00:00,2018-01-28T15:40:38.317,,,Lokalt ustabile fokksnøflak i leområder. Svake lag med kantkorn og rim kan påvirkes der snødekket er tynt.,1
142942,3022,Trollheimen,10,A,2,2018-01-30T00:00:00,2018-01-30T23:59:59,2018-01-29T16:00:00,2018-01-29T15:41:59.423,,,Lokalt ustabile fokksnøflak i leområder. Svake lag med kantkorn og rim kan påvirkes der snødekket er tynt.,1
143161,3022,Trollheimen,10,A,2,2018-01-31T00:00:00,2018-01-31T23:59:59,2018-01-30T16:00:00,2018-01-30T15:38:18.077,,,Lokalt ustabile fokksnøflak i leområder. Svake lag med kantkorn og rim kan påvirkes der snødekket er tynt.,1
143314,3022,Trollheimen,10,A,2,2018-02-01T00:00:00,2018-02-01T23:59:59,2018-02-01T16:00:00,2018-01-31T15:39:06.967,,,Lokalt ustabile fokksnøflak i leområder. Svake lag med kantkorn og rim kan påvirkes der snødekket er tynt.,1
143507,3022,Trollheimen,10,A,2,2018-02-02T00:00:00,2018-02-02T23:59:59,2018-02-02T16:00:00,2018-02-01T15:33:07.7,,,Lokalt ustabile fokksnøflak i leområder. Svake lag med kantkorn og rim kan påvirkes der snødekket er tynt.,1
143695,3022,Trollheimen,10,A,2,2018-02-03T00:00:00,2018-02-03T23:59:59,2018-02-03T16:00:00,2018-02-02T15:32:10.727,,,Lokalt ustabile fokksnøflak i leområder. Svake lag med kantkorn og rim kan påvirkes der snødekket er tynt.,1
143884,3022,Trollheimen,10,A,2,2018-02-04T00:00:00,2018-02-04T23:59:59,2018-02-04T16:00:00,2018-02-03T15:22:36.25,,,Lokalt ustabile fokksnøflak i leområder. Svake lag med kantkorn og rim kan påvirkes der snødekket er tynt.,1
144026,3022,Trollheimen,10,A,2,2018-02-05T00:00:00,2018-02-05T23:59:59,2018-02-05T16:00:00,2018-02-04T15:28:23.243,,,Lokalt ustabile fokksnøflak i leområder. Svake lag med kantkorn og rim kan påvirkes der snødekket er tynt.,1
144184,3022,Trollheimen,10,A,2,2018-02-06T00:00:00,2018-02-06T23:59:59,2018-02-06T16:00:00,2018-02-05T15:41:13.757,,,Vær forsiktig i terrengformasjoner som har samlet fokksnø. Noen få steder kan fokksnøen ha lagt seg over et svakt lag av overflaterim.,1
144345,3022,Trollheimen,10,A,2,2018-02-07T00:00:00,2018-02-07T23:59:59,2018-02-06T16:00:00,2018-02-06T15:37:34.813,,,Vær forsiktig i områder med ferske nysnøflak. Den kan ligge på svake lag som kan løses ut av skiløper.,1
144492,3022,Trollheimen,10,A,2,2018-02-08T00:00:00,2018-02-08T23:59:59,2018-02-07T16:00:00,2018-02-07T15:38:06.057,,,Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag under den vindtransporterte snøen.,1
144627,3022,Trollheimen,10,A,2,2018-02-09T00:00:00,2018-02-09T23:59:59,2018-02-08T16:00:00,2018-02-08T15:38:41.477,,,Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag under den vindtransporterte snøen.,1
144811,3022,Trollheimen,10,A,2,2018-02-10T00:00:00,2018-02-10T23:59:59,2018-02-10T16:00:00,2018-02-09T15:34:51.877,,,Lokalt ustabile fokksnøflak i leområder. Svake lag med kantkorn og rim kan påvirkes der snødekket er tynt.,1
144989,3022,Trollheimen,10,A,2,2018-02-11T00:00:00,2018-02-11T23:59:59,2018-02-11T16:00:00,2018-02-10T15:34:47.927,,,Generelt stabile forhold men vær forsiktig i leområde med fokksnø. Det finst lomme med svake lag under den vindtransporterte snøen.,1
145069,3022,Trollheimen,10,A,2,2018-02-12T00:00:00,2018-02-12T23:59:59,2018-02-12T16:00:00,2018-02-11T15:36:34.39,,,Generelt stabile forhold men vær forsiktig i leområde med fokksnø. Det finst lomme med svake lag under den vindtransporterte snøen.,1
145202,3022,Trollheimen,10,A,2,2018-02-13T00:00:00,2018-02-13T23:59:59,2018-02-13T16:00:00,2018-02-12T15:26:52.92,,,Generelt stabile forhold men vær forsiktig i leområde med fokksnø. Det finst lomme med svake lag under den vindtransporterte snøen.,1
145322,3022,Trollheimen,10,A,2,2018-02-14T00:00:00,2018-02-14T23:59:59,2018-02-14T16:00:00,2018-02-13T15:28:05.893,,,Generelt stabile forhold men vær forsiktig i leområde med fokksnø. Det finst lommer med svake lag under den vindtransporterte snøen.,1
145471,3022,Trollheimen,10,A,2,2018-02-15T00:00:00,2018-02-15T23:59:59,2018-02-15T16:00:00,2018-02-14T15:38:43.933,,,Generelt stabile forhold men vær forsiktig i leområde med fokksnø. Det finst svake lag under den vindtransporterte snøen.,1
145606,3022,Trollheimen,10,A,2,2018-02-16T00:00:00,2018-02-16T23:59:59,2018-02-16T16:00:00,2018-02-15T15:24:08.317,,,Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag under den vindtransporterte snøen.,1
145752,3022,Trollheimen,10,A,2,2018-02-17T00:00:00,2018-02-17T23:59:59,2018-02-17T16:00:00,2018-02-16T15:33:46.43,,,Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag under den vindtransporterte snøen.,1
146339,3022,Trollheimen,10,A,2,2018-02-18T00:00:00,2018-02-18T23:59:59,2018-02-18T16:00:00,2018-02-17T15:40:22.763,,,Ver varsom i terreng som har samla fokksnø. Skred er lettast å løyse ut der fokksnølaget er mjukt. Det finnes områder med svake lag under fokksnøen.,1
146477,3022,Trollheimen,10,A,2,2018-02-19T00:00:00,2018-02-19T23:59:59,2018-02-19T16:00:00,2018-02-18T15:40:35.987,,,Ver varsom i terreng som har samla fokksnø. Skred er lettast å løyse ut der fokksnølaget er mjukt. Det finns områder med svake lag under fokksnøen.,1
146591,3022,Trollheimen,10,A,2,2018-02-20T00:00:00,2018-02-20T23:59:59,2018-02-20T16:00:00,2018-02-19T15:44:41.847,,,Generelt stabile forhold. Det finns lommer med svake lag djupt i snødekket.,1
146781,3022,Trollheimen,10,A,2,2018-02-21T00:00:00,2018-02-21T23:59:59,2018-02-21T16:00:00,2018-02-20T15:28:06.513,,,Vær forsiktig i leområder med tørre nysnøflak i høgda. I lavlandet og i solvendte fjellsider kan det gå små løssnøskred. Skredfaren er høgast på kvelden,1
146916,3022,Trollheimen,10,A,2,2018-02-22T00:00:00,2018-02-22T23:59:59,2018-02-22T16:00:00,2018-02-21T15:34:49.297,,,Vær forsiktig i leområder med tørre nysnøflak i høgda. I lavlandet og i solvendte fjellsider kan det gå små løssnøskred. Skredfaren er høgast på kvelden,1
147053,3022,Trollheimen,10,A,2,2018-02-23T00:00:00,2018-02-23T23:59:59,2018-02-23T16:00:00,2018-02-22T15:32:12.707,,,"Det finnes områder med svake lag av rim under den vindtransporterte snøen. Vær forsiktig i leområder, særlig i eller nært terrengfeller.",1
147277,3022,Trollheimen,10,A,2,2018-02-24T00:00:00,2018-02-24T23:59:59,2018-02-24T16:00:00,2018-02-23T15:25:20.807,,,"Det finnes områder med svake lag av rim under den vindtransporterte snøen. Vær forsiktig i leområder, særlig i eller nært terrengfeller.",1
147447,3022,Trollheimen,10,A,2,2018-02-25T00:00:00,2018-02-25T23:59:59,2018-02-25T16:00:00,2018-02-24T15:06:12.287,,,"Det finnes områder med svake lag av rim under den vindtransporterte snøen. Vær forsiktig i leområder, særlig i eller nært terrengfeller.",1
147561,3022,Trollheimen,10,A,3,2018-02-26T00:00:00,2018-02-26T23:59:59,2018-02-26T16:00:00,2018-02-25T15:08:48.617,,,Komplekse forhold med flere svake lag. Vær spesielt forsiktig i leområder hvor et svakt lag av overflaterim kan ligge under fersk fokksnø.,1
147658,3022,Trollheimen,10,A,3,2018-02-27T00:00:00,2018-02-27T23:59:59,2018-02-27T16:00:00,2018-02-26T15:48:40.3,,,"Vindauke fører til auka fare. Unngå leområde der det samlar seg fersk fokksnø, typisk bak ryggar, i søkk og renneformasjonar.",1
147798,3022,Trollheimen,10,A,2,2018-02-28T00:00:00,2018-02-28T23:59:59,2018-02-27T16:00:00,2018-02-27T15:53:04.52,,,"Det finnes områder med svake lag av rim under den vindtransporterte snøen. Vær forsiktig i leområder, særlig i eller nært terrengfeller.",1
147982,3022,Trollheimen,10,A,2,2018-03-01T00:00:00,2018-03-01T23:59:59,2018-02-28T16:00:00,2018-02-28T15:39:50.173,,,"Unngå leområder hvor et svakt lag kan ligge begravet i snødekket. Det er lettest å trigge skred der snødekket er tynt, f. eks. nær rygger og på kuler.",1
148207,3022,Trollheimen,10,A,2,2018-03-02T00:00:00,2018-03-02T23:59:59,2018-03-01T16:00:00,2018-03-01T15:51:03.023,,,"Unngå leområder hvor et svakt lag kan ligge begravet i snødekket. Det er lettest å trigge skred der snødekket er tynt, f. eks. nær rygger og på kuler.",1
148362,3022,Trollheimen,10,A,2,2018-03-03T00:00:00,2018-03-03T23:59:59,2018-03-02T16:00:00,2018-03-02T15:49:12.387,,,"Det finnes områder med svake lag av rim under den vindtransporterte snøen. Vær forsiktig i leområder, særlig i eller nært terrengfeller.",1
148567,3022,Trollheimen,10,A,2,2018-03-04T00:00:00,2018-03-04T23:59:59,2018-03-03T16:00:00,2018-03-03T15:28:31.213,,,"Det finnes områder med svake lag av rim og kantkorn under den vindtransporterte snøen. Vær forsiktig på rygger og kuler, særlig i eller nært terrengfeller.",1
148709,3022,Trollheimen,10,A,2,2018-03-05T00:00:00,2018-03-05T23:59:59,2018-03-04T16:00:00,2018-03-04T15:30:50.737,,,"Det finnes områder med svake lag av rim og kantkorn under den vindtransporterte snøen. Vær forsiktig på rygger og kuler, særlig i eller nært terrengfeller.",1
148875,3022,Trollheimen,10,A,2,2018-03-06T00:00:00,2018-03-06T23:59:59,2018-03-05T16:00:00,2018-03-05T15:49:51.613,,,"Det finnes områder med svake lag av rim og kantkorn under den vindtransporterte snøen. Vær forsiktig på rygger og kuler, særlig i eller nært terrengfeller.",1
149038,3022,Trollheimen,10,A,2,2018-03-07T00:00:00,2018-03-07T23:59:59,2018-03-06T16:00:00,2018-03-06T15:34:44.38,,,"Det finnes områder med svake lag av rim og kantkorn under den vindtransporterte snøen. Vær forsiktig på rygger og kuler, særlig i eller nært terrengfeller.",1
149187,3022,Trollheimen,10,A,2,2018-03-08T00:00:00,2018-03-08T23:59:59,2018-03-07T16:00:00,2018-03-07T15:38:52.283,,,"Det finnes områder med svake lag av rim og kantkorn under den vindtransporterte snøen. Vær forsiktig på rygger og kuler, særlig i eller nært terrengfeller.",1
149340,3022,Trollheimen,10,A,2,2018-03-09T00:00:00,2018-03-09T23:59:59,2018-03-08T16:00:00,2018-03-08T15:41:38.687,,,"Det finnes områder med svake lag av rim og kantkorn under den vindtransporterte snøen. Vær forsiktig på rygger og kuler, særlig i eller nært terrengfeller.",1
149469,3022,Trollheimen,10,A,2,2018-03-10T00:00:00,2018-03-10T23:59:59,2018-03-09T16:00:00,2018-03-09T15:39:11.087,,,"Det finnes områder med svake lag av rim og kantkorn under den vindtransporterte snøen. Vær forsiktig på rygger og kuler, særlig i eller nært terrengfeller.",1
149609,3022,Trollheimen,10,A,2,2018-03-11T00:00:00,2018-03-11T23:59:59,2018-03-10T16:00:00,2018-03-10T15:42:15.723,,,"Det finnes områder med svake lag av rim og kantkorn under den vindtransporterte snøen. Vær forsiktig på rygger og kuler, særlig i eller nært terrengfeller.",1
149757,3022,Trollheimen,10,A,2,2018-03-12T00:00:00,2018-03-12T23:59:59,2018-03-11T16:00:00,2018-03-11T15:23:35.727,,,"Det finnes områder med svake lag av rim og kantkorn under den vindtransporterte snøen. Vær forsiktig på rygger og kuler, særlig i eller nært terrengfeller.",1
149879,3022,Trollheimen,10,A,2,2018-03-13T00:00:00,2018-03-13T23:59:59,2018-03-12T16:00:00,2018-03-12T15:37:29.117,,,Generelt stabile forhold men vær forsiktig i leområder med fokksnø. Det finnes lommer med svake lag under den vindtransporterte snøen.,1
150063,3022,Trollheimen,10,A,2,2018-03-14T00:00:00,2018-03-14T23:59:59,2018-03-13T16:00:00,2018-03-13T15:49:49.503,,,"Det finnes områder med svake lag under den vindtransporterte snøen. Vær forsiktig i leområder, særlig i eller nært terrengfeller.",1
150314,3022,Trollheimen,10,A,3,2018-03-15T00:00:00,2018-03-15T23:59:59,2018-03-14T16:00:00,2018-03-14T15:43:04.447,,,"Vindauke fører til auka skredfare utover dagen. Unngå leområde der det samlar seg fersk fokksnø, typisk bak ryggar, i søkk og renneformasjonar.",1
150527,3022,Trollheimen,10,A,3,2018-03-16T00:00:00,2018-03-16T23:59:59,2018-03-15T16:00:00,2018-03-15T15:49:24.633,,,Det finnast ferske fokksnøflak i leområder. Det er også vedvarande svake lag høgt i snødekket som kan påverkast av ein skikøyrar. ,1
150751,3022,Trollheimen,10,A,2,2018-03-17T00:00:00,2018-03-17T23:59:59,2018-03-16T16:00:00,2018-03-16T15:51:01.893,,,Det finnast ferske fokksnøflak i leområder. Det er også vedvarande svake lag høgt i snødekket som kan påverkast av ein skikøyrar. ,1
150953,3022,Trollheimen,10,A,3,2018-03-18T00:00:00,2018-03-18T23:59:59,2018-03-17T16:00:00,2018-03-17T15:44:08.143,,,Utover dagen vil det danne seg ferske fokksnøflak på vedvarande svake lag. ,1
151156,3022,Trollheimen,10,A,4,2018-03-19T00:00:00,2018-03-19T23:59:59,2018-03-18T16:00:00,2018-03-18T13:49:41.29,,,"Mykje nysnø og vind dannar fokksnøflak i leheng, og desse kan ligge på svake lag av kantkorn. Det kan gå store naturlege skred. Unngå alt skredterreng.",1
151368,3022,Trollheimen,10,A,3,2018-03-20T00:00:00,2018-03-20T23:59:59,2018-03-19T16:00:00,2018-03-19T15:48:28.08,,,"Nysnø og vind dannar fokksnøflak i leheng, og desse kan ligge over svake lag av kantkorn. Både naturleg utløyste skred og fjernutløysing av flak er mogleg. ",1
151682,3022,Trollheimen,10,A,3,2018-03-21T00:00:00,2018-03-21T23:59:59,2018-03-20T16:00:00,2018-03-20T15:49:49.113,,,"Komplisert situasjon med mildvêr opp til 600 moh, nysnø og vind i fjellet og vedvarande svake lag i snødekket. Skred kan løysast ut naturleg og frå avstand. ",1
151969,3022,Trollheimen,10,A,3,2018-03-22T00:00:00,2018-03-22T23:59:59,2018-03-21T16:00:00,2018-03-21T15:31:57.487,,,"Krevjande situasjon. I tillegg til ferske fokksnøflak, finst det område med vedvarende svake lag som gir eit ustabilt snødekke. Laussnøskred der sola får tak.",1
152213,3022,Trollheimen,10,A,3,2018-03-23T00:00:00,2018-03-23T23:59:59,2018-03-22T16:00:00,2018-03-22T15:36:46.873,,,"Mildvêret trekk lenger opp i fjellet. Svake lag i snødekket gir ein komplisert situasjon som kan føre til store skred, både naturleg utløyste og fjernutløyste. ",1
152497,3022,Trollheimen,10,A,3,2018-03-24T00:00:00,2018-03-24T23:59:59,2018-03-24T16:00:00,2018-03-23T15:30:32.357,,,"Krevende forhold pga svake lag, vær svært forsiktig. Det er lettest å trigge skred der snødekket er tynt og over konvekse formasjoner. Fjernutløsning er mulig.",1
152759,3022,Trollheimen,10,A,3,2018-03-25T00:00:00,2018-03-25T23:59:59,2018-03-25T16:00:00,2018-03-24T15:29:24.853,,,Krevende forhold. Vedvarende svake lag nede i snødekket og ansamlinger av fersk fokksnø. Utvis stor varsomhet inntil videre.,1
153076,3022,Trollheimen,10,A,3,2018-03-26T00:00:00,2018-03-26T23:59:59,2018-03-26T16:00:00,2018-03-25T15:36:48.843,,,Krevende forhold. Vedvarende svake lag nede i snødekket og ansamlinger av fersk fokksnø. Utvis stor varsomhet inntil videre.,1
153203,3022,Trollheimen,10,A,3,2018-03-27T00:00:00,2018-03-27T23:59:59,2018-03-27T16:00:00,2018-03-26T15:34:47.673,,,Krevende forhold. Vedvarende svake lag nede i snødekket og ansamlinger av fersk fokksnø. Utvis stor varsomhet inntil videre.,1
153614,3022,Trollheimen,10,A,3,2018-03-28T00:00:00,2018-03-28T23:59:59,2018-03-28T16:00:00,2018-03-27T15:37:21.24,,,Krevende forhold. Vedvarende svake lag nede i snødekket og ansamlinger av fersk fokksnø. Unngå skredterreng.,1
154020,3022,Trollheimen,10,A,3,2018-03-29T00:00:00,2018-03-29T23:59:59,2018-03-29T16:00:00,2018-03-28T15:31:07.007,,,"Krevende skredforhold i fjellet, ferdsel i bratt terreng krever erfaring og kunnskap. I lavlandet kan det gå våte skred i bratt terreng.",1
154319,3022,Trollheimen,10,A,3,2018-03-30T00:00:00,2018-03-30T23:59:59,2018-03-30T16:00:00,2018-03-29T15:40:10.557,,,"Krevende skredforhold i fjellet, ferdsel i bratt terreng krever erfaring og kunnskap. I bratt solvendt terreng kan det løsne våte skred.",1
154901,3022,Trollheimen,10,A,2,2018-03-31T00:00:00,2018-03-31T23:59:59,2018-03-31T16:00:00,2018-03-31T08:29:38.607,,,"Det finnes svake lag i snødekket som kan påvirkes av en skiløper, spesielt der snødekket er tynt. Fjernutløsning av skred er mulig.",1
154940,3022,Trollheimen,10,A,2,2018-04-01T00:00:00,2018-04-01T23:59:59,2018-04-01T16:00:00,2018-03-31T15:42:34.09,,,"Det finst svake lag i snødekket som kan bli påverka av ein skiløpar, spesielt der snødekket er tynt. Fjernutløysing av skred er mogleg.",1
155320,3022,Trollheimen,10,A,2,2018-04-02T00:00:00,2018-04-02T23:59:59,2018-04-01T16:00:00,2018-04-01T15:51:38.393,,,"Krevjande forhold i fjellet med vedvarande svake lag nede i snødekket. Fareteikna er færre og skredaktiviteten har avtatt, men skreda kan framleis bli store.   ",1
155630,3022,Trollheimen,10,A,2,2018-04-03T00:00:00,2018-04-03T23:59:59,2018-04-03T16:00:00,2018-04-02T15:49:18.68,,,"Vedvarande svake lag i snødekket gjer det krevjande å gjere lokale skredfarevurderingar. Det er få synlege fareteikn, men likevel mogleg å løyse ut skred. ",1
155762,3022,Trollheimen,10,A,2,2018-04-04T00:00:00,2018-04-04T23:59:59,2018-04-04T16:00:00,2018-04-03T15:42:48.367,,,"Det finst svake lag i snødekket som kan bli trigga av td. ein skiløpar eller snøskuter, særleg der snødekket er tynt. Fjernutløsning av skred er mogleg.",1
156028,3022,Trollheimen,10,A,2,2018-04-05T00:00:00,2018-04-05T23:59:59,2018-04-05T16:00:00,2018-04-04T15:51:57.493,,,"Svake lag i snødekket kan påverkast, særleg der snødekket er tynt. Fjernutløsning av skred er også mogleg. Nysnøflak kan dannast utover ettermiddagen.",1
156648,3022,Trollheimen,10,A,3,2018-04-06T00:00:00,2018-04-06T23:59:59,2018-04-06T16:00:00,2018-04-06T08:57:48.617,,,"Vind og snø dannar ustabile nysnøflak. Svake lag djupare i snødekket kan påverkast, særleg der snødekket er tynt. Fjernutløsning av skred er også mogleg.",1
156669,3022,Trollheimen,10,A,3,2018-04-07T00:00:00,2018-04-07T23:59:59,2018-04-07T16:00:00,2018-04-06T15:48:36.57,,,"Vind og snø dannar ustabile nysnøflak. Svake lag djupare i snødekket kan påverkast, særleg der snødekket er tynt. Våte skred kan gå under mildværsgrensa. ",1
156905,3022,Trollheimen,10,A,3,2018-04-08T00:00:00,2018-04-08T23:59:59,2018-04-08T16:00:00,2018-04-07T15:38:57.563,,,"Det er eit komplekst snødekke, med nysnøflak i mange himmelretningar og fleire vedvarande svake lag. Ta konservative vegval. ",1
157115,3022,Trollheimen,10,A,3,2018-04-09T00:00:00,2018-04-09T23:59:59,2018-04-09T16:00:00,2018-04-08T15:37:03.75,,,"Det er eit komplekst snødekke, med nysnøflak i mange himmelretningar og fleire vedvarande svake lag. Ta konservative vegval. ",1
157315,3022,Trollheimen,10,A,3,2018-04-10T00:00:00,2018-04-10T23:59:59,2018-04-10T16:00:00,2018-04-09T15:29:21.277,,,"Komplekse forhold med fleire vedvarande svake lag. Ver forsiktig i solvendte heng, særleg utover dagen, her kan skred løysast ut naturleg.",1
